sleepHours,sleepQuality,exerciseLevel,screenTimeHours,workHours,workloadRating,overtimeHours,breaksTaken,commuteMinutes,stressLevel,moodScore,energyLevel,workSatisfaction,caffeineIntake,mealQuality,socialSupportLevel,anxietyLevel,emotionalFatigue,motivationLevel,concentrationIssues,irritabilityLevel,lonelinessLevel,selfEfficacy,copingAbility,powerInternetDisruption,wfhEnvironmentQuality,familyResponsibilityLoad,salaryWorkloadSatisfaction,afterHoursMessaging,riskLevel
4.49448142616835,3.690811976835592,3.593027816311288,12.790092159637728,9.160288501476783,2.9986809749162138,5.165525347596307,7.725019656847065,123.39504270195054,8.781727356649448,6.743301115349565,3.0360641932147083,4.666369461457582,1.065617411310031,4.786794309381701,2.3197296235055,7.1803548365600385,1.0994595637512798,1.0302536585624296,2.8088930178399405,3.966220812470381,1.2076978509677776,2.7165433181998,1.0239432891220819,2.910309794519893,1.0075373798033223,1.4805585293071841,3.492238858198453,1,Critical
11.408571676918994,4.186725588765489,1.689545448420665,7.355046745472972,1.120455976723113,3.986987090050377,3.2193479540558565,4.811443597959755,84.16277320543514,1.2366086399265064,5.133632081807738,2.224751900307442,4.8008544295781075,1.0478599455458184,4.585652947117158,4.266953676340765,4.713076495105918,6.49493521020374,3.6541537832009205,1.6447896933168038,4.5244075003852675,2.2775224521146464,1.1981943681670373,2.619478927938993,4.911278394770578,4.83993758012007,3.272087462419373,3.430196462019352,1,Low
8.783927301736862,2.001871595169996,4.48957825341926,10.14874380570518,3.3926173603523457,3.2506671226253325,3.7752728793167005,7.889583350103461,10.027241224816343,9.198973200196582,9.680486723775468,4.726760257736002,1.0176405359212413,7.439497625979247,1.9419891406242802,4.977507266019829,3.52307655444005,6.1974599172073095,4.653840096107647,2.997806976291423,2.852719501516004,3.851950129785217,1.8045105212502706,2.20204797729078,4.267359649455403,3.1412664077871386,1.2201724339261357,4.501285740464384,1,Moderate
7.183901810364439,3.4994963984279956,3.452464956276966,6.104676171616229,10.83151085070951,1.3332103324471856,5.7337982614516045,0.7350827680267524,165.33182712393898,3.751706748712606,2.9708060588581438,1.9131522650846624,2.2683001255054256,0.7582440627632936,2.0510391108601804,4.363046151308183,6.54271458309131,5.65132919709273,2.419071826660231,1.2032430342111446,2.1567149266936303,3.0296955652438675,1.0769413521954494,1.217917963546883,4.1915772833044365,3.8016021637144397,3.3536397916981637,3.35919242187106,0,Moderate
1.8722236853092382,3.2869839325749948,1.628815534227817,8.820484085594135,7.401601951503476,1.7423209471342216,7.0104482373343515,1.915939679029951,176.45924391774858,5.574004315194409,6.290707743990466,2.679674086168114,4.3495121178609075,0.03263685479523737,4.925752288529729,2.384571705737169,7.662422012339004,5.839340085807968,2.2562284071345022,4.794125967844812,2.275386297421846,2.952359989398914,2.0191688913210935,1.3216930786778,3.3348528290905755,4.650388632154604,2.3698479348381656,3.8636910246374963,0,High
1.8719342440344318,4.331321507153085,4.849352229924827,4.7680631238956614,12.991566865018626,1.8773127361236766,2.1777504067182054,5.515342496463607,77.58781473813029,2.1906597227700524,7.301890134912004,4.837974387312023,3.145780821406141,3.112243932679216,1.9462428078114749,3.8450095736514496,3.291264412953366,8.591701340295678,3.5041194594902,1.985379457079428,3.7877930334575756,1.6096415937997577,3.9582601305978176,1.689147575654172,2.8446010381864113,2.7326183964135056,3.677641733559015,3.5828294649849255,0,Low
0.6970033460183935,4.624348241925042,3.0734618533412825,4.216226276996235,6.00251971677896,2.0314570145793795,2.736614367768566,9.47088324752695,110.45894533367888,9.120294724390167,8.430080404108434,2.2749007197532616,4.230034933928611,0.8308077954570221,4.813917297930381,3.135693787964293,3.694599109862895,3.851829321762077,2.314208261829945,2.868057239430436,3.2702321359659847,2.405816473753523,1.7732743775814237,3.01999890667557,4.5784427865928805,2.7626131277924255,4.12816933434154,1.2780188183924435,1,High
10.394113749299223,1.0486270859095472,1.29159380748662,8.095217006373192,12.177373121394924,3.261613567802017,7.445915170899301,0.7475784672178032,81.05375272387441,7.748526010459642,4.662739273852064,3.5783726520440005,4.413293131351752,6.904291945954008,3.5990148203869805,4.146071135533634,6.762645252559775,5.952285496001864,2.6096735019060446,1.1310087061294318,2.9459765239090285,4.835565033334814,3.112225515724055,2.1305742136056747,4.2182278463488405,1.6679262836901452,4.165597295656414,1.45132013120165,1,Critical
7.213380140918506,3.6960796762351706,3.507331617660269,6.973815438575725,6.2853761246953255,3.015863119301574,4.628094339275563,0.4308421615686431,57.93833715950171,9.317400279472308,7.182297168917334,2.266908174825301,2.770504879765291,7.3815481075434635,1.2004377561642703,1.612389578584967,9.687009341625267,7.119528632726917,2.092466163453149,1.7708860887987927,1.8110963151046962,2.3622417560740803,3.80641487518774,4.351436047982789,3.0671556293378774,4.6233131223404635,1.1505392968845496,2.353988618348286,1,Critical
8.496870933552547,1.207343196478916,2.012795628051241,8.113509168099736,13.709475901827794,1.8126401534568357,1.4316945370800083,1.5655067492785568,13.917382714405374,7.1490614600634625,3.728813242458545,1.442699916468996,2.435931752099142,3.859410914851302,2.3429087978433345,3.5525383705836155,2.9248438300279807,2.8883703423570486,2.379556825115742,3.7729799673343094,4.501822749995613,3.3657296502003673,3.1947296695959047,1.9599036024014116,2.0819632078961963,3.5906932241278433,4.788781308373793,3.7028066480482207,0,Critical
0.24701393154962936,3.1954346603094237,4.21477380750921,4.013248138018322,13.437681339584275,1.2702193738227483,5.309561111299062,6.411531288601565,82.0921914715138,2.662243990680935,4.919284831256382,3.510188930737171,2.821733064202102,3.4037722640802954,2.9046162876515664,4.0946670933669385,6.888228721400886,9.323374735423215,3.7176424497245106,1.4472024125555758,4.124081790029624,1.233395596327711,1.061482152948774,3.880884793823641,1.5891176158258666,1.721076989166204,3.3465851471474704,1.1057971576692673,0,High
11.638918225943932,2.150530916174713,4.271288294264762,5.137409645437934,4.6079138777851245,1.6857288178988723,7.926097244315037,3.9899291667024714,147.30922014470127,3.774403026876244,9.060644180830593,4.664126141141361,3.611180810497065,4.312314215552735,4.332371565801807,4.044925341626561,9.159308569615494,7.6341027229651965,4.6895007457047395,3.512596643856445,1.5625544069569184,1.255417031430528,2.4533678835629535,1.8415067062652515,3.2108228342184977,3.239168058271543,4.5827963818792075,4.090381785757035,1,Low
